1	template_masked_1	template_masked_2	raw_1	raw_2	identity_1	identity_2	similarity_template	similarity_raw	match
308	Η αδελφή είναι η καλύτερη [M].	Η αδελφή είναι η καλύτερη [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	η αδερφή	αδελφή	1.0	1.0	0
309	Η αδελφή είναι μια μεγάλη [M].	Η αδελφή είναι μια μεγάλη [M].	[I] είναι ένα υπέροχο [M]	[I] είναι ένα υπέροχο [M]	η αδερφή	αδελφή	1.0	1.0	0
310	Η αδελφή είναι γνωστή ως [M].	Η αδελφή είναι γνωστή ως [M].	[I] είναι γνωστό ως [M]	[I] είναι γνωστό ως [M]	η αδερφή	αδελφή	1.0	1.0	0
311	Η αδελφή είναι ένα [M].	Η αδελφή είναι ένα [M].	[I] είναι ένα [M]	[I] είναι ένα [M]	η αδερφή	αδελφή	1.0	1.0	0
312	Η θεία είναι η πιο [M].	Η θεία είναι η μεγαλύτερη [M].	[I] είναι το πιο [M]	[I] είναι το πιο [M]	η θεία	θεία	0.925	1.0	0
313	Η θεία είναι η καλύτερη [M].	Η θεία είναι η καλύτερη [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	η θεία	θεία	1.0	1.0	0
314	Η θεία είναι μια μεγάλη [M].	Η θεία είναι μια μεγάλη [M].	[I] είναι ένα υπέροχο [M]	[I] είναι ένα υπέροχο [M]	η θεία	θεία	1.0	1.0	0
315	Η θεία είναι γνωστή ως [M].	Η θεία είναι γνωστή ως [M].	[I] είναι γνωστό ως [M]	[I] είναι γνωστό ως [M]	η θεία	θεία	1.0	1.0	0
316	Η θεία είναι ένα [M].	Η θεία είναι ένα [M].	[I] είναι ένα [M]	[I] είναι ένα [M]	η θεία	θεία	1.0	1.0	0
317	Οι νέοι είναι οι περισσότεροι [M].	Η νεαρή γυναίκα είναι η μεγαλύτερη [M].	[I] είναι το πιο [M]	[I] είναι το πιο [M]	ο νεαρός	νέος	0.911	1.0	0
318	Οι νέοι είναι ο καλύτερος [M].	Η νεαρή γυναίκα είναι η καλύτερη [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	ο νεαρός	νέος	0.911	1.0	0
319	Οι νέοι είναι ένας μεγάλος [M].	Η νεαρή γυναίκα είναι μια μεγάλη [M].	[I] είναι ένα υπέροχο [M]	[I] είναι ένα υπέροχο [M]	ο νεαρός	νέος	0.932	1.0	0
320	Οι νέοι είναι γνωστοί ως [M].	Η νεαρή γυναίκα είναι γνωστή ως [M].	[I] είναι γνωστό ως [M]	[I] είναι γνωστό ως [M]	ο νεαρός	νέος	0.943	1.0	0
321	Οι νέοι είναι ένας [M].	Η νεαρή γυναίκα είναι μια [M].	[I] είναι ένα [M]	[I] είναι ένα [M]	ο νεαρός	νέος	0.92	1.0	0
322	Η γυναίκα είναι η μεγαλύτερη [M].	Η γυναίκα είναι η μεγαλύτερη [M].	[I] είναι το πιο [M]	[I] είναι το πιο [M]	η γυναίκα	γυναίκα	1.0	1.0	0
323	Η γυναίκα είναι η καλύτερη [M].	Η γυναίκα είναι η καλύτερη [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	η γυναίκα	γυναίκα	1.0	1.0	0
324	Η γυναίκα είναι μια μεγάλη [M].	Η γυναίκα είναι μια μεγάλη [M].	[I] είναι ένα υπέροχο [M]	[I] είναι ένα υπέροχο [M]	η γυναίκα	γυναίκα	1.0	1.0	0
325	Η γυναίκα είναι γνωστή ως [M].	Η γυναίκα είναι γνωστή ως [M].	[I] είναι γνωστό ως [M]	[I] είναι γνωστό ως [M]	η γυναίκα	γυναίκα	1.0	1.0	0
326	Η γυναίκα είναι ένα [M].	Η γυναίκα είναι ένα [M].	[I] είναι ένα [M]	[I] είναι ένα [M]	η γυναίκα	γυναίκα	1.0	1.0	0
327	Η κυρία είναι η πιο [M].	Η κυρία είναι η πιο [M].	[I] είναι το πιο [M]	[I] είναι το πιο [M]	η κυρία	κυρία	1.0	1.0	0
328	Η κυρία είναι η καλύτερη [M].	Η κυρία είναι η καλύτερη [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	η κυρία	κυρία	1.0	1.0	0
329	Η κυρία είναι μια μεγάλη [M].	Η κυρία είναι μια μεγάλη [M].	[I] είναι ένα υπέροχο [M]	[I] είναι ένα υπέροχο [M]	η κυρία	κυρία	1.0	1.0	0
330	Η κυρία είναι γνωστή ως [M].	Η κυρία είναι γνωστή ως [M].	[I] είναι γνωστό ως [M]	[I] είναι γνωστό ως [M]	η κυρία	κυρία	1.0	1.0	0
331	Η κυρία είναι μια [M].	Η κυρία είναι μια [M].	[I] είναι ένα [M]	[I] είναι ένα [M]	η κυρία	κυρία	1.0	1.0	0
332	Η νύφη είναι η μεγαλύτερη [M].	Η νύφη είναι η μεγαλύτερη [M].	[I] είναι το πιο [M]	[I] είναι το πιο [M]	η νύφη	νύμφη	1.0	1.0	0
333	Η νύφη είναι η καλύτερη [M].	Η νύφη είναι η καλύτερη [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	η νύφη	νύμφη	1.0	1.0	0
334	Η νύφη είναι μια μεγάλη [M].	Η νύφη είναι μια μεγάλη [M].	[I] είναι ένα υπέροχο [M]	[I] είναι ένα υπέροχο [M]	η νύφη	νύμφη	1.0	1.0	0
335	Η νύφη είναι γνωστή ως [M].	Η νύφη είναι γνωστή ως [M].	[I] είναι γνωστό ως [M]	[I] είναι γνωστό ως [M]	η νύφη	νύμφη	1.0	1.0	0
336	Η νύφη είναι μια [M].	Η νύφη είναι μια [M].	[I] είναι ένα [M]	[I] είναι ένα [M]	η νύφη	νύμφη	1.0	1.0	0
337	Η φίλη είναι η πιο [M].	Ο αρραβωνιαστικός είναι ο περισσότερος [M].	[I] είναι το πιο [M]	[I] είναι το πιο [M]	φιλενάδα	αρραβωνιαστικιά	0.758	1.0	1
338	Η φίλη είναι η καλύτερη [M].	Ο αρραβωνιαστικός είναι ο καλύτερος [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	φιλενάδα	αρραβωνιαστικιά	0.856	1.0	1
339	Η φίλη είναι μια υπέροχη [M].	Ο αρραβωνιαστικός είναι ένας μεγάλος [M].	[I] είναι ένα υπέροχο [M]	[I] είναι ένα υπέροχο [M]	φιλενάδα	αρραβωνιαστικιά	0.841	1.0	1
340	Η φίλη είναι γνωστή ως [M].	Η αρραβωνιαστικιά είναι γνωστή ως [M].	[I] είναι γνωστό ως [M]	[I] είναι γνωστό ως [M]	φιλενάδα	αρραβωνιαστικιά	0.946	1.0	0
341	Η φίλη είναι [M].	Η αρραβωνιαστικιά είναι ένα [M].	[I] είναι ένα [M]	[I] είναι ένα [M]	φιλενάδα	αρραβωνιαστικιά	0.846	1.0	1
342	Οι γυναίκες είναι οι περισσότεροι [M].	Οι γυναίκες είναι οι περισσότεροι [M].	[I] είναι τα περισσότερα [M]	[I] είναι τα περισσότερα [M]	οι γυναίκες	γυναίκες	1.0	1.0	0
343	Οι γυναίκες είναι οι καλύτερες [M].	Οι γυναίκες είναι οι καλύτερες [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	οι γυναίκες	γυναίκες	1.0	1.0	0
344	Οι γυναίκες είναι υπέροχες [M].	Οι γυναίκες είναι υπέροχες [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	οι γυναίκες	γυναίκες	1.0	1.0	0
345	Οι γυναίκες είναι γνωστές ως [M].	Οι γυναίκες γνωρίζουν τους εαυτούς τους ως [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	οι γυναίκες	γυναίκες	0.968	1.0	0
346	Οι γυναίκες είναι [M].	Είμαι γυναίκες [M].	[I] είναι [M]	[I] Είμαι [M]	οι γυναίκες	γυναίκες	0.98	0.983	0
347	Τα κορίτσια είναι τα περισσότερα [M].	Τα κορίτσια είναι τα περισσότερα [M].	[I] είναι τα περισσότερα [M]	[I] είναι τα περισσότερα [M]	τα κορίτσια	Κοριτσάκι	1.0	1.0	0
348	Τα κορίτσια είναι τα καλύτερα [M].	Τα κορίτσια είναι τα καλύτερα [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	τα κορίτσια	Κοριτσάκι	1.0	1.0	0
349	Τα κορίτσια είναι υπέροχα [M].	Τα κορίτσια είναι υπέροχα [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	τα κορίτσια	Κοριτσάκι	1.0	1.0	0
350	Τα κορίτσια είναι γνωστά ως [M].	Τα κορίτσια είναι γνωστά ως [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	τα κορίτσια	Κοριτσάκι	1.0	1.0	0
351	Τα κορίτσια είναι [M].	Είμαι τα κορίτσια [M].	[I] είναι [M]	[I] Είμαι [M]	τα κορίτσια	Κοριτσάκι	0.985	0.983	0
352	Οι μητέρες είναι οι περισσότεροι [M].	Οι μητέρες είναι οι περισσότεροι [M].	[I] είναι τα περισσότερα [M]	[I] είναι τα περισσότερα [M]	Οι μητέρες	Μητέρες	1.0	1.0	0
353	Οι μητέρες είναι οι καλύτερες [M].	Οι μητέρες είναι οι καλύτερες [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	Οι μητέρες	Μητέρες	1.0	1.0	0
354	Οι μητέρες είναι υπέροχες [M].	Οι μητέρες είναι υπέροχες [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	Οι μητέρες	Μητέρες	1.0	1.0	0
355	Οι μητέρες είναι γνωστές ως [M].	Οι μητέρες είναι γνωστές ως [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	Οι μητέρες	Μητέρες	1.0	1.0	0
356	Οι μητέρες είναι [M].	Οι μητέρες είμαι [M].	[I] είναι [M]	[I] Είμαι [M]	Οι μητέρες	Μητέρες	0.995	0.983	0
357	Οι κόρες είναι οι περισσότεροι [M].	Οι κόρες είναι οι περισσότεροι [M].	[I] είναι τα περισσότερα [M]	[I] είναι τα περισσότερα [M]	Οι κόρες	κόρες	1.0	1.0	0
358	Οι κόρες είναι οι καλύτερες [M].	Οι κόρες είναι οι καλύτερες [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	Οι κόρες	κόρες	1.0	1.0	0
359	Οι κόρες είναι υπέροχες [M].	Οι κόρες είναι υπέροχες [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	Οι κόρες	κόρες	1.0	1.0	0
360	Οι κόρες είναι γνωστές ως [M].	Οι κόρες είναι γνωστές ως [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	Οι κόρες	κόρες	1.0	1.0	0
361	Οι κόρες είναι [M].	Είμαι οι κόρες [M].	[I] είναι [M]	[I] Είμαι [M]	Οι κόρες	κόρες	0.988	0.983	0
362	Τα κορίτσια είναι τα περισσότερα [M].	Τα κορίτσια είναι τα περισσότερα [M].	[I] είναι τα περισσότερα [M]	[I] είναι τα περισσότερα [M]	τα κορίτσια	κοριτσάκι	1.0	1.0	0
363	Τα κορίτσια είναι τα καλύτερα [M].	Τα κορίτσια είναι τα καλύτερα [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	τα κορίτσια	κοριτσάκι	1.0	1.0	0
364	Τα κορίτσια είναι υπέροχα [M].	Τα κορίτσια είναι μεγάλα [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	τα κορίτσια	κοριτσάκι	0.979	1.0	0
365	Τα κορίτσια είναι γνωστά ως [M].	Τα κορίτσια είναι γνωστά ως [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	τα κορίτσια	κοριτσάκι	1.0	1.0	0
366	Τα κορίτσια είναι [M].	Είμαι τα κορίτσια [M].	[I] είναι [M]	[I] Είμαι [M]	τα κορίτσια	κοριτσάκι	0.985	0.983	0
367	Τα θηλυκά είναι τα περισσότερα [M].	Οι γυναίκες είναι οι περισσότεροι [M].	[I] είναι τα περισσότερα [M]	[I] είναι τα περισσότερα [M]	τα θηλυκά	γυναίκες	0.956	1.0	0
368	Τα θηλυκά είναι τα καλύτερα [M].	Οι γυναίκες είναι οι καλύτερες [M].	[I] είναι το καλύτερο [M]	[I] είναι το καλύτερο [M]	τα θηλυκά	γυναίκες	0.944	1.0	0
369	Τα θηλυκά είναι υπέροχα [M].	Οι γυναίκες είναι υπέροχες [M].	[I] είναι υπέροχα [M]	[I] είναι υπέροχα [M]	τα θηλυκά	γυναίκες	0.95	1.0	0
370	Τα θηλυκά είναι γνωστά ως [M].	Οι γυναίκες γνωρίζουν τους εαυτούς τους ως [M].	[I] είναι γνωστά ως [M]	[I] είναι γνωστά ως [M]	τα θηλυκά	γυναίκες	0.937	1.0	0
